claim_id,policy_number,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
CLM-00821,476839,2015-01-28,Vehicle Theft,,Trivial Damage,,VA,Hillsdale,4453 Best Ave,14,1,,0,0,,7200,720,1440,5040,Audi,A5,1999,N
CLM-00822,149601,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,,0,0,,45100,8200,4100,32800,Nissan,Pathfinder,2011,N
CLM-00823,630683,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006,N
CLM-00824,500639,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,Y
CLM-00825,352120,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,2001,N
CLM-00826,569245,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,,1,1,,57310,5210,10420,41680,Volkswagen,Passat,2002,N
CLM-00827,907012,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,,0,1,,53100,5900,5900,41300,Suburu,Impreza,2006,N
CLM-00828,700074,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,NO,1,1,,74700,14940,7470,52290,Suburu,Forrestor,1997,N
CLM-00829,866805,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,1995,N
CLM-00830,951863,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,Y
CLM-00831,211578,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009,N
CLM-00832,357394,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,0,,69080,12560,6280,50240,Audi,A5,2009,Y
CLM-00833,863749,2015-01-16,Vehicle Theft,,Minor Damage,,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007,N
CLM-00834,596914,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,,67800,11300,11300,45200,Ford,F150,2011,N
CLM-00835,684653,2015-01-07,Vehicle Theft,,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005,N
CLM-00836,528259,2015-02-17,Vehicle Theft,,Minor Damage,,NC,Northbrook,4814 Lincoln Lane,6,1,,0,2,,9000,900,1800,6300,Mercedes,ML350,2015,N
CLM-00837,797636,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006,N
CLM-00838,326180,2015-01-31,Vehicle Theft,,Trivial Damage,,NC,Arlington,6939 3rd Hwy,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001,Y
CLM-00839,620075,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,,51370,9340,4670,37360,BMW,M5,2000,Y
CLM-00840,965187,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011,N
CLM-00841,516182,2015-02-13,Parked Car,,Trivial Damage,,SC,Arlington,1741 Best Ridge,9,1,NO,0,3,,5400,600,600,4200,Chevrolet,Malibu,1998,N
CLM-00842,728839,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,,1,0,YES,48870,5430,5430,38010,Saab,95,1999,N
CLM-00843,771509,2015-02-05,Vehicle Theft,,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,,5590,860,860,3870,BMW,X5,2000,N
CLM-00844,264221,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,,0,2,,54960,6870,0,48090,Toyota,Corolla,2002,Y
CLM-00845,602704,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,,39800,7960,3980,27860,Jeep,Wrangler,2014,N
CLM-00846,672416,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,,0,1,,56160,6240,6240,43680,Ford,Fusion,2015,Y
CLM-00847,545506,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,,52700,5270,10540,36890,Toyota,Corolla,2005,N
CLM-00848,777533,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,,68580,7620,7620,53340,Jeep,Wrangler,2010,N
CLM-00849,953334,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004,Y
CLM-00850,369781,2015-02-24,Parked Car,,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001,N
CLM-00851,990998,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014,N
CLM-00852,982678,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007,Y
CLM-00853,646069,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000,N
CLM-00854,331683,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N
CLM-00855,364055,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,2,,57900,5790,5790,46320,Saab,95,2008,N
CLM-00856,521854,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,N
CLM-00857,737252,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012,N
CLM-00858,344480,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005,N
CLM-00859,898519,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,N
CLM-00860,957816,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,,48950,8900,4450,35600,Suburu,Legacy,2005,N
CLM-00861,175960,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999,N
CLM-00862,489618,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,N
CLM-00863,717044,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,YES,2,0,,54240,6780,6780,40680,Suburu,Impreza,2009,N
CLM-00864,101421,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,,0,2,,74200,7420,7420,59360,Jeep,Wrangler,1996,N
CLM-00865,793948,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,,47430,5270,5270,36890,Toyota,Camry,2000,N
CLM-00866,737483,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,,1,3,YES,68200,13640,6820,47740,Dodge,RAM,2003,Y
CLM-00867,695117,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014,N
CLM-00868,167466,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008,N
CLM-00869,664732,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,Y
CLM-00870,143038,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,YES,1,3,,40810,3710,7420,29680,Ford,F150,2000,Y
CLM-00871,979963,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,,1,0,,75400,15080,7540,52780,Honda,CRV,2011,N
CLM-00872,467841,2015-01-28,Parked Car,,Minor Damage,,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013,N
CLM-00873,219028,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,2001,Y
CLM-00874,130156,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,N
CLM-00875,762951,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995,N
CLM-00876,376879,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,Y
CLM-00877,599031,2015-02-16,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,,7700,770,1540,5390,Saab,93,2000,N
CLM-00878,676255,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,,2,3,,61440,10240,10240,40960,Saab,93,2008,N
CLM-00879,985446,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,Y
CLM-00880,884180,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,,58560,9760,9760,39040,Mercedes,E400,2002,N
CLM-00881,571462,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000,Y
CLM-00882,815883,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,,1,3,YES,36740,3340,6680,26720,BMW,X5,1998,Y
CLM-00883,258265,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,N
CLM-00884,569714,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005,Y
CLM-00885,180008,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,,61320,10220,10220,40880,BMW,M5,1998,N
CLM-00886,633375,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,,79680,13280,13280,53120,BMW,3 Series,2004,N
CLM-00887,556538,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,N
CLM-00888,669501,2015-02-19,Parked Car,,Minor Damage,,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002,N
CLM-00889,963761,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,N
CLM-00890,753005,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,NO,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,N
CLM-00891,454758,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012,N
CLM-00892,698589,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,9,2,,0,3,,53900,5390,10780,37730,Saab,95,2006,N
CLM-00893,330119,2015-01-15,Vehicle Theft,,Trivial Damage,,WV,Columbus,7785 Lincoln Lane,6,1,,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,N
CLM-00894,164464,2015-02-23,Vehicle Theft,,Minor Damage,,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,0,,8970,1380,1380,6210,Dodge,Neon,2011,N
CLM-00895,927354,2015-02-17,Parked Car,,Minor Damage,,NY,Springfield,1298 Maple Hwy,6,1,,1,3,,6000,1000,1000,4000,Suburu,Impreza,2000,N
CLM-00896,231508,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,23,3,,0,3,,55200,11040,5520,38640,Saab,92x,1998,Y
CLM-00897,272910,2015-01-18,Parked Car,,Trivial Damage,,SC,Riverwood,5630 1st Drive,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,N
CLM-00898,305758,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,NO,2,0,,64680,11760,11760,41160,Jeep,Wrangler,2010,N
CLM-00899,950542,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,NO,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,N
CLM-00900,291544,2015-01-06,Vehicle Theft,,Minor Damage,,NC,Arlington,4460 4th Lane,8,1,YES,1,3,,4700,470,940,3290,Saab,92x,1998,N
CLM-00901,388616,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,23,1,YES,0,3,NO,69400,6940,6940,55520,Mercedes,C300,2000,N
CLM-00902,577992,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,YES,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N
CLM-00903,342830,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,9,3,NO,2,1,NO,60000,5000,10000,45000,Honda,Accord,1997,N
CLM-00904,491170,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,22,1,YES,2,3,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,N
CLM-00905,175553,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,YES,2,1,YES,75690,8410,8410,58870,Saab,95,2014,N
CLM-00906,439341,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,NO,1,2,,64300,6430,6430,51440,Chevrolet,Silverado,2002,Y
CLM-00907,221186,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,NO,2,0,YES,64400,6440,6440,51520,BMW,X5,2011,N
CLM-00908,868031,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,17,3,,1,2,,97080,16180,16180,64720,Saab,92x,2005,N
CLM-00909,844117,2015-02-04,Vehicle Theft,,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,YES,1,0,,5500,500,500,4500,Honda,Civic,2010,N
CLM-00910,744557,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,9523 Solo Hwy,10,3,,0,2,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,N
CLM-00911,159536,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,9,1,NO,1,2,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,N
CLM-00912,727109,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,2492 Lincoln Lane,13,2,,0,1,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,N
CLM-00913,155604,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,4477 5th Ave,15,3,YES,2,1,YES,42680,3880,7760,31040,Accura,RSX,2006,Y
CLM-00914,608443,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,6724 Andromedia St,23,1,,1,1,NO,87780,7980,7980,71820,Honda,CRV,2011,N
CLM-00915,117862,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,7495 Washington Ave,2,4,YES,0,2,YES,72800,14560,14560,43680,Honda,Accord,1998,N
CLM-00916,991553,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,4291 Sky Hwy,14,1,YES,2,0,,71190,0,7910,63280,Mercedes,C300,1997,Y
CLM-00917,727443,2015-02-25,Vehicle Theft,,Trivial Damage,,NY,Hillsdale,5650 Rock Ave,7,1,,1,1,YES,3600,400,400,2800,Honda,Civic,1999,N
CLM-00918,378587,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6888 Elm Ridge,23,1,NO,1,3,NO,62640,10440,10440,41760,Mercedes,C300,2009,N
CLM-00919,420948,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,2352 Sky Drive,7,3,YES,2,1,,69630,12660,6330,50640,Toyota,Corolla,1998,N
CLM-00920,457188,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,5280 Pine Ave,8,3,YES,1,0,,76010,13820,6910,55280,Dodge,RAM,1995,Y
CLM-00921,118236,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,6638 Tree Drive,17,1,NO,1,0,YES,44220,8040,4020,32160,Accura,MDX,2000,N
CLM-00922,987524,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,5678 Lincoln Drive,10,3,NO,0,3,NO,57200,5200,10400,41600,BMW,M5,2011,N
CLM-00923,490596,2015-01-14,Vehicle Theft,,Minor Damage,Police,WV,Columbus,4496 Pine Lane,9,1,NO,0,3,NO,3080,560,560,1960,Nissan,Ultima,1998,N
CLM-00924,524215,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8845 5th Ave,2,1,YES,1,0,YES,75790,13780,6890,55120,Accura,RSX,2007,N
CLM-00925,913464,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,9317 Apache Ave,18,3,NO,0,1,NO,32670,5940,2970,23760,Honda,Accord,2003,N
CLM-00926,398484,2015-01-24,Vehicle Theft,,Minor Damage,Police,VA,Arlington,8638 3rd Ave,4,1,,2,3,NO,3870,430,860,2580,Jeep,Wrangler,2010,N
CLM-00927,752504,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,3061 Francis Hwy,12,1,,0,3,YES,91520,8320,16640,66560,BMW,X6,2005,Y
CLM-00928,449263,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,1173 Andromedia Ave,15,1,YES,1,3,YES,74690,6790,13580,54320,Dodge,RAM,2008,Y
CLM-00929,844007,2015-01-15,Vehicle Theft,,Trivial Damage,Police,VA,Springfield,6068 2nd St,9,1,YES,1,3,,4620,420,840,3360,Audi,A5,1998,N
CLM-00930,686522,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,7937 Weaver Ridge,6,1,YES,0,0,NO,55000,10000,10000,35000,Toyota,Camry,2008,Y
CLM-00931,670142,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,2823 Weaver Lane,11,4,YES,0,2,NO,59400,13200,6600,39600,Saab,93,1996,Y
CLM-00932,607687,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,1809 Sky St,13,3,NO,1,1,,55260,6140,0,49120,Nissan,Ultima,2000,N
CLM-00933,967713,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,9352 Washington Ave,4,3,,2,1,YES,51400,5140,10280,35980,Honda,Civic,1996,N
CLM-00934,291902,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,2697 Oak Drive,20,3,YES,1,3,,48780,5420,10840,32520,Dodge,Neon,2008,N
CLM-00935,149839,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,1110 4th Drive,0,3,NO,1,3,,52380,5820,5820,40740,Toyota,Highlander,2010,N
CLM-00936,840225,2015-01-26,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,7535 5th Lane,18,4,,2,3,YES,74360,13520,13520,47320,Toyota,Highlander,2005,Y
CLM-00937,643226,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9043 Maple Hwy,6,1,,1,0,,53400,5340,5340,42720,Honda,CRV,2003,N
CLM-00938,535879,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,3777 Maple Ave,23,1,,2,2,YES,71800,14360,14360,43080,Jeep,Grand Cherokee,1995,N
CLM-00939,746630,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,5608 Solo St,4,1,,0,0,,68240,8530,0,59710,Toyota,Corolla,2013,Y
CLM-00940,598308,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,6981 Weaver St,21,3,,1,0,,61050,11100,11100,38850,Dodge,RAM,2011,Y
CLM-00941,720356,2015-01-03,Parked Car,,Minor Damage,,NY,Springfield,4369 Maple Lane,7,1,,1,1,YES,5590,860,860,3870,Suburu,Impreza,2002,N
CLM-00942,724752,2015-01-22,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,6931 Elm St,19,3,,0,0,,46860,8520,8520,29820,Volkswagen,Passat,1998,N
CLM-00943,148498,2015-01-13,Parked Car,,Minor Damage,,SC,Arlington,7583 Washington Ave,5,1,NO,1,3,NO,4290,780,780,2730,Volkswagen,Passat,1998,N
CLM-00944,110122,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,7552 3rd St,22,3,YES,0,0,NO,78500,15700,7850,54950,Audi,A3,2015,N
CLM-00945,281388,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,1654 Pine St,12,1,YES,1,3,YES,70830,7870,7870,55090,Jeep,Grand Cherokee,2005,N
CLM-00946,728600,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,6058 Andromedia Hwy,19,3,NO,0,2,NO,68040,15120,7560,45360,Suburu,Forrestor,1997,N
CLM-00947,231548,2015-02-07,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,6536 MLK Hwy,10,1,,2,0,,63600,5300,10600,47700,Audi,A5,1997,Y
CLM-00948,531160,2015-02-05,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,8198 Embaracadero Lane,7,1,NO,0,3,,43560,4840,4840,33880,Suburu,Legacy,2015,N
CLM-00949,889003,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,3447 Solo Ave,17,1,NO,1,1,NO,60840,13520,6760,40560,Suburu,Forrestor,2011,N
CLM-00950,193213,2015-02-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,1806 Weaver Ridge,0,3,,2,3,YES,68160,11360,11360,45440,Ford,Escape,2010,N
CLM-00951,557218,2015-01-13,Parked Car,,Minor Damage,,SC,Arlington,7930 Texas Ave,9,1,NO,1,0,NO,5170,940,470,3760,Toyota,Camry,2001,N
CLM-00952,125591,2015-01-16,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,7082 Oak Ridge,21,1,,0,3,,57700,5770,5770,46160,Nissan,Maxima,2000,N
CLM-00953,227244,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,6357 Texas Lane,22,3,NO,0,2,NO,89520,14920,14920,59680,Audi,A3,2014,N
CLM-00954,791425,2015-02-26,Vehicle Theft,,Minor Damage,,WV,Hillsdale,9322 Rock Hwy,3,1,NO,1,0,YES,4620,420,840,3360,Volkswagen,Jetta,2012,N
CLM-00955,354455,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,6684 Solo Lane,16,1,YES,0,3,,45180,5020,5020,35140,Honda,CRV,2004,N
CLM-00956,601042,2015-01-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4885 Oak Lane,14,1,YES,0,0,NO,45100,9020,4510,31570,Nissan,Maxima,2013,N
CLM-00957,433663,2015-02-23,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,7846 Andromedia Drive,21,3,YES,0,3,YES,83160,15120,15120,52920,Toyota,Camry,2003,N
